population_size;candidate_max_size;crossover_rate; mutation_rate;new_candidates_rate; num_elites
100;42;0.9;0.4;0.4;1
Generation;Fitness;Candidate;Reactions
2;0;{34, 4, 8, 10, 42, 44, 14, 17, 21, 55, 24};['R_EX_M_no2__extr_pool', 'R_EX_M_glc__aD__extr_pool', 'R_EX_M_phe__L__extr_pool', 'R_EX_M_h2o__extr_pool', 'R_EX_M_amet__extr_pool', 'R_EX_M_citr__L__extr_pool', 'R_EX_M_gly__extr_pool', 'R_EX_M_thr__L__extr_pool', 'R_EX_M_met__L__extr_pool', 'R_EX_M_ahcys__extr_pool', 'R_Sink_e_5_Deoxyadenosine__dra_damyloliticus'] 
2;0;{4, 5, 7, 8, 9, 10, 12, 15, 16, 17, 18, 19, 22, 23, 25, 29, 30, 31, 43, 45, 46, 47, 49, 50, 51, 52, 54};['R_EX_M_glc__aD__extr_pool', 'R_EX_M_pi__extr_pool', 'R_EX_M_gal__extr_pool', 'R_EX_M_phe__L__extr_pool', 'R_EX_M_ile__L__extr_pool', 'R_EX_M_h2o__extr_pool', 'R_EX_M_his__L__extr_pool', 'R_EX_M_leu__L__extr_pool', 'R_EX_M_pro__L__extr_pool', 'R_EX_M_thr__L__extr_pool', 'R_EX_M_ala__L__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_e_Biomass__cytop_pool', 'R_EX_e_Biomass__dra_damyloliticus', 'R_Sink_e_Urea__dra_damyloliticus', 'R_EX_M_no3__extr_pool', 'R_EX_M_e_Biomass__extr_pool', 'R_EX_M_so3__extr_pool', 'R_EX_M_4pasp__extr_pool', 'R_EX_M_C00819__extr_pool', 'R_EX_M_fe3__extr_pool', 'R_EX_M_glu5sa__extr_pool', 'R_EX_M_acorn__extr_pool', 'R_EX_M_26dap__M__extr_pool', 'R_EX_M_hcys__L__extr_pool', 'R_EX_M_26dap_LL__extr_pool', 'R_EX_M_aspsa__extr_pool'] 
2;0;{34, 3, 36, 9, 42, 14, 47, 46, 49, 52, 53, 24};['R_EX_M_no2__extr_pool', 'R_EX_M_asp__L__extr_pool', 'R_EX_M_ncam__extr_pool', 'R_EX_M_ile__L__extr_pool', 'R_EX_M_amet__extr_pool', 'R_EX_M_gly__extr_pool', 'R_EX_M_glu5sa__extr_pool', 'R_EX_M_fe3__extr_pool', 'R_EX_M_acorn__extr_pool', 'R_EX_M_26dap_LL__extr_pool', 'R_EX_M_glu__D__extr_pool', 'R_Sink_e_5_Deoxyadenosine__dra_damyloliticus'] 
2;0;{1, 4, 8, 43, 12, 45, 15, 48, 17, 18, 51, 53, 54, 24, 57, 27, 29, 31};['R_EX_M_arg__L__extr_pool', 'R_EX_M_glc__aD__extr_pool', 'R_EX_M_phe__L__extr_pool', 'R_EX_M_4pasp__extr_pool', 'R_EX_M_his__L__extr_pool', 'R_EX_M_C00819__extr_pool', 'R_EX_M_leu__L__extr_pool', 'R_EX_M_ala__D__extr_pool', 'R_EX_M_thr__L__extr_pool', 'R_EX_M_ala__L__extr_pool', 'R_EX_M_hcys__L__extr_pool', 'R_EX_M_glu__D__extr_pool', 'R_EX_M_aspsa__extr_pool', 'R_Sink_e_5_Deoxyadenosine__dra_damyloliticus', 'R_Sink_dad_5_5_Deoxyadenosine_C10H13N5O3__cytop_sazorense', 'R_EX_M_so4__extr_pool', 'R_EX_M_no3__extr_pool', 'R_EX_M_so3__extr_pool'] 
2;0;{33, 2, 3, 10, 54, 28};['R_EX_M_h2__extr_pool', 'R_EX_M_s__extr_pool', 'R_EX_M_asp__L__extr_pool', 'R_EX_M_h2o__extr_pool', 'R_EX_M_aspsa__extr_pool', 'R_EX_M_fe2__extr_pool'] 
2;0;{1, 5, 6, 8, 9, 12, 14, 17, 19, 20, 21, 23, 24, 27, 28, 39, 43, 44, 45, 46, 48, 50, 51, 54, 56};['R_EX_M_arg__L__extr_pool', 'R_EX_M_pi__extr_pool', 'R_EX_M_h__extr_pool', 'R_EX_M_phe__L__extr_pool', 'R_EX_M_ile__L__extr_pool', 'R_EX_M_his__L__extr_pool', 'R_EX_M_gly__extr_pool', 'R_EX_M_thr__L__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_h2s__extr_pool', 'R_EX_M_met__L__extr_pool', 'R_EX_e_Biomass__dra_damyloliticus', 'R_Sink_e_5_Deoxyadenosine__dra_damyloliticus', 'R_EX_M_so4__extr_pool', 'R_EX_M_fe2__extr_pool', 'R_EX_M_ppi__extr_pool', 'R_EX_M_4pasp__extr_pool', 'R_EX_M_citr__L__extr_pool', 'R_EX_M_C00819__extr_pool', 'R_EX_M_fe3__extr_pool', 'R_EX_M_ala__D__extr_pool', 'R_EX_M_26dap__M__extr_pool', 'R_EX_M_hcys__L__extr_pool', 'R_EX_M_aspsa__extr_pool', 'R_Sink_amob_S_Adenosyl_4_methylthio_2_oxobutanoate_C15H20N5O6S__cytop_sazorense'] 
2;0;{18, 39};['R_EX_M_ala__L__extr_pool', 'R_EX_M_ppi__extr_pool'] 
2;0;{6, 12, 15, 16, 17, 21, 22, 23, 25, 32, 33, 34, 39, 44, 48, 51, 52, 53, 54, 55, 57};['R_EX_M_h__extr_pool', 'R_EX_M_his__L__extr_pool', 'R_EX_M_leu__L__extr_pool', 'R_EX_M_pro__L__extr_pool', 'R_EX_M_thr__L__extr_pool', 'R_EX_M_met__L__extr_pool', 'R_EX_M_e_Biomass__cytop_pool', 'R_EX_e_Biomass__dra_damyloliticus', 'R_Sink_e_Urea__dra_damyloliticus', 'R_EX_M_tsul__extr_pool', 'R_EX_M_h2__extr_pool', 'R_EX_M_no2__extr_pool', 'R_EX_M_ppi__extr_pool', 'R_EX_M_citr__L__extr_pool', 'R_EX_M_ala__D__extr_pool', 'R_EX_M_hcys__L__extr_pool', 'R_EX_M_26dap_LL__extr_pool', 'R_EX_M_glu__D__extr_pool', 'R_EX_M_aspsa__extr_pool', 'R_EX_M_ahcys__extr_pool', 'R_Sink_dad_5_5_Deoxyadenosine_C10H13N5O3__cytop_sazorense'] 
2;0;{32, 2, 5, 37, 39, 10, 11, 43, 42, 14, 15, 49, 50, 52, 54, 24, 25, 31};['R_EX_M_tsul__extr_pool', 'R_EX_M_s__extr_pool', 'R_EX_M_pi__extr_pool', 'R_EX_M_C00163__extr_pool', 'R_EX_M_ppi__extr_pool', 'R_EX_M_h2o__extr_pool', 'R_EX_M_fru__extr_pool', 'R_EX_M_4pasp__extr_pool', 'R_EX_M_amet__extr_pool', 'R_EX_M_gly__extr_pool', 'R_EX_M_leu__L__extr_pool', 'R_EX_M_acorn__extr_pool', 'R_EX_M_26dap__M__extr_pool', 'R_EX_M_26dap_LL__extr_pool', 'R_EX_M_aspsa__extr_pool', 'R_Sink_e_5_Deoxyadenosine__dra_damyloliticus', 'R_Sink_e_Urea__dra_damyloliticus', 'R_EX_M_so3__extr_pool'] 
2;0;{34, 35, 42, 11, 13, 19, 57};['R_EX_M_no2__extr_pool', 'R_EX_M_hco3__extr_pool', 'R_EX_M_amet__extr_pool', 'R_EX_M_fru__extr_pool', 'R_EX_M_gln__L__extr_pool', 'R_EX_M_fol__extr_pool', 'R_Sink_dad_5_5_Deoxyadenosine_C10H13N5O3__cytop_sazorense'] 
2;0;{0, 1, 2, 7, 11, 13, 16, 18, 23, 25, 29, 35, 36, 40, 42, 43, 44, 46, 51, 52, 53, 57};['R_EX_M_nh4__extr_pool', 'R_EX_M_arg__L__extr_pool', 'R_EX_M_s__extr_pool', 'R_EX_M_gal__extr_pool', 'R_EX_M_fru__extr_pool', 'R_EX_M_gln__L__extr_pool', 'R_EX_M_pro__L__extr_pool', 'R_EX_M_ala__L__extr_pool', 'R_EX_e_Biomass__dra_damyloliticus', 'R_Sink_e_Urea__dra_damyloliticus', 'R_EX_M_no3__extr_pool', 'R_EX_M_hco3__extr_pool', 'R_EX_M_ncam__extr_pool', 'R_EX_M_ac__extr_pool', 'R_EX_M_amet__extr_pool', 'R_EX_M_4pasp__extr_pool', 'R_EX_M_citr__L__extr_pool', 'R_EX_M_fe3__extr_pool', 'R_EX_M_hcys__L__extr_pool', 'R_EX_M_26dap_LL__extr_pool', 'R_EX_M_glu__D__extr_pool', 'R_Sink_dad_5_5_Deoxyadenosine_C10H13N5O3__cytop_sazorense'] 
2;0;{2, 5, 6, 9, 13, 18, 22, 24, 27, 32, 33, 34, 37, 38, 43, 45, 47, 49, 52, 54, 55, 56};['R_EX_M_s__extr_pool', 'R_EX_M_pi__extr_pool', 'R_EX_M_h__extr_pool', 'R_EX_M_ile__L__extr_pool', 'R_EX_M_gln__L__extr_pool', 'R_EX_M_ala__L__extr_pool', 'R_EX_M_e_Biomass__cytop_pool', 'R_Sink_e_5_Deoxyadenosine__dra_damyloliticus', 'R_EX_M_so4__extr_pool', 'R_EX_M_tsul__extr_pool', 'R_EX_M_h2__extr_pool', 'R_EX_M_no2__extr_pool', 'R_EX_M_C00163__extr_pool', 'R_EX_M_C00221__extr_pool', 'R_EX_M_4pasp__extr_pool', 'R_EX_M_C00819__extr_pool', 'R_EX_M_glu5sa__extr_pool', 'R_EX_M_acorn__extr_pool', 'R_EX_M_26dap_LL__extr_pool', 'R_EX_M_aspsa__extr_pool', 'R_EX_M_ahcys__extr_pool', 'R_Sink_amob_S_Adenosyl_4_methylthio_2_oxobutanoate_C15H20N5O6S__cytop_sazorense'] 
2;0;{0, 1, 3, 35, 37, 5, 44, 45, 47, 19, 22, 56, 25};['R_EX_M_nh4__extr_pool', 'R_EX_M_arg__L__extr_pool', 'R_EX_M_asp__L__extr_pool', 'R_EX_M_hco3__extr_pool', 'R_EX_M_C00163__extr_pool', 'R_EX_M_pi__extr_pool', 'R_EX_M_citr__L__extr_pool', 'R_EX_M_C00819__extr_pool', 'R_EX_M_glu5sa__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_e_Biomass__cytop_pool', 'R_Sink_amob_S_Adenosyl_4_methylthio_2_oxobutanoate_C15H20N5O6S__cytop_sazorense', 'R_Sink_e_Urea__dra_damyloliticus'] 
2;0;{0, 2, 4, 5, 6, 7, 8, 13, 14, 15, 18, 19, 20, 25, 26, 28, 29, 30, 31, 32, 34, 35, 36, 38, 46, 48, 51, 52};['R_EX_M_nh4__extr_pool', 'R_EX_M_s__extr_pool', 'R_EX_M_glc__aD__extr_pool', 'R_EX_M_pi__extr_pool', 'R_EX_M_h__extr_pool', 'R_EX_M_gal__extr_pool', 'R_EX_M_phe__L__extr_pool', 'R_EX_M_gln__L__extr_pool', 'R_EX_M_gly__extr_pool', 'R_EX_M_leu__L__extr_pool', 'R_EX_M_ala__L__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_h2s__extr_pool', 'R_Sink_e_Urea__dra_damyloliticus', 'R_EX_M_cyan__extr_pool', 'R_EX_M_fe2__extr_pool', 'R_EX_M_no3__extr_pool', 'R_EX_M_e_Biomass__extr_pool', 'R_EX_M_so3__extr_pool', 'R_EX_M_tsul__extr_pool', 'R_EX_M_no2__extr_pool', 'R_EX_M_hco3__extr_pool', 'R_EX_M_ncam__extr_pool', 'R_EX_M_C00221__extr_pool', 'R_EX_M_fe3__extr_pool', 'R_EX_M_ala__D__extr_pool', 'R_EX_M_hcys__L__extr_pool', 'R_EX_M_26dap_LL__extr_pool'] 
2;0;{32, 33, 35, 38, 39, 7, 6, 10, 43, 42, 8, 49, 50, 17, 55, 56, 24, 27};['R_EX_M_tsul__extr_pool', 'R_EX_M_h2__extr_pool', 'R_EX_M_hco3__extr_pool', 'R_EX_M_C00221__extr_pool', 'R_EX_M_ppi__extr_pool', 'R_EX_M_gal__extr_pool', 'R_EX_M_h__extr_pool', 'R_EX_M_h2o__extr_pool', 'R_EX_M_4pasp__extr_pool', 'R_EX_M_amet__extr_pool', 'R_EX_M_phe__L__extr_pool', 'R_EX_M_acorn__extr_pool', 'R_EX_M_26dap__M__extr_pool', 'R_EX_M_thr__L__extr_pool', 'R_EX_M_ahcys__extr_pool', 'R_Sink_amob_S_Adenosyl_4_methylthio_2_oxobutanoate_C15H20N5O6S__cytop_sazorense', 'R_Sink_e_5_Deoxyadenosine__dra_damyloliticus', 'R_EX_M_so4__extr_pool'] 
2;0;{0, 4, 37, 38, 7, 9, 10, 45, 46, 47, 15, 49, 50, 53, 54, 23, 24, 21, 55};['R_EX_M_nh4__extr_pool', 'R_EX_M_glc__aD__extr_pool', 'R_EX_M_C00163__extr_pool', 'R_EX_M_C00221__extr_pool', 'R_EX_M_gal__extr_pool', 'R_EX_M_ile__L__extr_pool', 'R_EX_M_h2o__extr_pool', 'R_EX_M_C00819__extr_pool', 'R_EX_M_fe3__extr_pool', 'R_EX_M_glu5sa__extr_pool', 'R_EX_M_leu__L__extr_pool', 'R_EX_M_acorn__extr_pool', 'R_EX_M_26dap__M__extr_pool', 'R_EX_M_glu__D__extr_pool', 'R_EX_M_aspsa__extr_pool', 'R_EX_e_Biomass__dra_damyloliticus', 'R_Sink_e_5_Deoxyadenosine__dra_damyloliticus', 'R_EX_M_met__L__extr_pool', 'R_EX_M_ahcys__extr_pool'] 
2;0;{0, 1, 2, 4, 5, 6, 9, 10, 11, 14, 18, 19, 20, 21, 22, 24, 29, 34, 36, 39, 40, 41, 45, 48, 50, 52, 54, 55, 57};['R_EX_M_nh4__extr_pool', 'R_EX_M_arg__L__extr_pool', 'R_EX_M_s__extr_pool', 'R_EX_M_glc__aD__extr_pool', 'R_EX_M_pi__extr_pool', 'R_EX_M_h__extr_pool', 'R_EX_M_ile__L__extr_pool', 'R_EX_M_h2o__extr_pool', 'R_EX_M_fru__extr_pool', 'R_EX_M_gly__extr_pool', 'R_EX_M_ala__L__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_h2s__extr_pool', 'R_EX_M_met__L__extr_pool', 'R_EX_M_e_Biomass__cytop_pool', 'R_Sink_e_5_Deoxyadenosine__dra_damyloliticus', 'R_EX_M_no3__extr_pool', 'R_EX_M_no2__extr_pool', 'R_EX_M_ncam__extr_pool', 'R_EX_M_ppi__extr_pool', 'R_EX_M_ac__extr_pool', 'R_Sink_5_Deoxyadenosine__dra_paerophilum', 'R_EX_M_C00819__extr_pool', 'R_EX_M_ala__D__extr_pool', 'R_EX_M_26dap__M__extr_pool', 'R_EX_M_26dap_LL__extr_pool', 'R_EX_M_aspsa__extr_pool', 'R_EX_M_ahcys__extr_pool', 'R_Sink_dad_5_5_Deoxyadenosine_C10H13N5O3__cytop_sazorense'] 
2;0;{7, 18, 51, 50, 57, 29};['R_EX_M_gal__extr_pool', 'R_EX_M_ala__L__extr_pool', 'R_EX_M_hcys__L__extr_pool', 'R_EX_M_26dap__M__extr_pool', 'R_Sink_dad_5_5_Deoxyadenosine_C10H13N5O3__cytop_sazorense', 'R_EX_M_no3__extr_pool'] 
2;0;{36, 37, 38, 43, 54, 22, 57, 29, 30, 31};['R_EX_M_ncam__extr_pool', 'R_EX_M_C00163__extr_pool', 'R_EX_M_C00221__extr_pool', 'R_EX_M_4pasp__extr_pool', 'R_EX_M_aspsa__extr_pool', 'R_EX_M_e_Biomass__cytop_pool', 'R_Sink_dad_5_5_Deoxyadenosine_C10H13N5O3__cytop_sazorense', 'R_EX_M_no3__extr_pool', 'R_EX_M_e_Biomass__extr_pool', 'R_EX_M_so3__extr_pool'] 
2;0;{2, 3, 7, 8, 12, 13, 15, 17, 18, 19, 20, 22, 23, 25, 28, 31, 32, 34, 37, 44, 45, 46, 49, 51, 53, 54, 55, 56};['R_EX_M_s__extr_pool', 'R_EX_M_asp__L__extr_pool', 'R_EX_M_gal__extr_pool', 'R_EX_M_phe__L__extr_pool', 'R_EX_M_his__L__extr_pool', 'R_EX_M_gln__L__extr_pool', 'R_EX_M_leu__L__extr_pool', 'R_EX_M_thr__L__extr_pool', 'R_EX_M_ala__L__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_h2s__extr_pool', 'R_EX_M_e_Biomass__cytop_pool', 'R_EX_e_Biomass__dra_damyloliticus', 'R_Sink_e_Urea__dra_damyloliticus', 'R_EX_M_fe2__extr_pool', 'R_EX_M_so3__extr_pool', 'R_EX_M_tsul__extr_pool', 'R_EX_M_no2__extr_pool', 'R_EX_M_C00163__extr_pool', 'R_EX_M_citr__L__extr_pool', 'R_EX_M_C00819__extr_pool', 'R_EX_M_fe3__extr_pool', 'R_EX_M_acorn__extr_pool', 'R_EX_M_hcys__L__extr_pool', 'R_EX_M_glu__D__extr_pool', 'R_EX_M_aspsa__extr_pool', 'R_EX_M_ahcys__extr_pool', 'R_Sink_amob_S_Adenosyl_4_methylthio_2_oxobutanoate_C15H20N5O6S__cytop_sazorense'] 
2;0;{33, 4, 37, 43, 44, 15, 47, 17, 54, 25, 26, 27};['R_EX_M_h2__extr_pool', 'R_EX_M_glc__aD__extr_pool', 'R_EX_M_C00163__extr_pool', 'R_EX_M_4pasp__extr_pool', 'R_EX_M_citr__L__extr_pool', 'R_EX_M_leu__L__extr_pool', 'R_EX_M_glu5sa__extr_pool', 'R_EX_M_thr__L__extr_pool', 'R_EX_M_aspsa__extr_pool', 'R_Sink_e_Urea__dra_damyloliticus', 'R_EX_M_cyan__extr_pool', 'R_EX_M_so4__extr_pool'] 
2;0;{7, 9, 41, 11, 10, 47, 16, 20, 52, 24, 25, 56, 28, 30, 57};['R_EX_M_gal__extr_pool', 'R_EX_M_ile__L__extr_pool', 'R_Sink_5_Deoxyadenosine__dra_paerophilum', 'R_EX_M_fru__extr_pool', 'R_EX_M_h2o__extr_pool', 'R_EX_M_glu5sa__extr_pool', 'R_EX_M_pro__L__extr_pool', 'R_EX_M_h2s__extr_pool', 'R_EX_M_26dap_LL__extr_pool', 'R_Sink_e_5_Deoxyadenosine__dra_damyloliticus', 'R_Sink_e_Urea__dra_damyloliticus', 'R_Sink_amob_S_Adenosyl_4_methylthio_2_oxobutanoate_C15H20N5O6S__cytop_sazorense', 'R_EX_M_fe2__extr_pool', 'R_EX_M_e_Biomass__extr_pool', 'R_Sink_dad_5_5_Deoxyadenosine_C10H13N5O3__cytop_sazorense'] 
2;0;{1, 3, 8, 9, 13, 17, 18, 21, 22, 23, 24, 25, 28, 29, 30, 31, 33, 34, 35, 37, 41, 42, 45, 46, 49, 53, 54, 55, 57};['R_EX_M_arg__L__extr_pool', 'R_EX_M_asp__L__extr_pool', 'R_EX_M_phe__L__extr_pool', 'R_EX_M_ile__L__extr_pool', 'R_EX_M_gln__L__extr_pool', 'R_EX_M_thr__L__extr_pool', 'R_EX_M_ala__L__extr_pool', 'R_EX_M_met__L__extr_pool', 'R_EX_M_e_Biomass__cytop_pool', 'R_EX_e_Biomass__dra_damyloliticus', 'R_Sink_e_5_Deoxyadenosine__dra_damyloliticus', 'R_Sink_e_Urea__dra_damyloliticus', 'R_EX_M_fe2__extr_pool', 'R_EX_M_no3__extr_pool', 'R_EX_M_e_Biomass__extr_pool', 'R_EX_M_so3__extr_pool', 'R_EX_M_h2__extr_pool', 'R_EX_M_no2__extr_pool', 'R_EX_M_hco3__extr_pool', 'R_EX_M_C00163__extr_pool', 'R_Sink_5_Deoxyadenosine__dra_paerophilum', 'R_EX_M_amet__extr_pool', 'R_EX_M_C00819__extr_pool', 'R_EX_M_fe3__extr_pool', 'R_EX_M_acorn__extr_pool', 'R_EX_M_glu__D__extr_pool', 'R_EX_M_aspsa__extr_pool', 'R_EX_M_ahcys__extr_pool', 'R_Sink_dad_5_5_Deoxyadenosine_C10H13N5O3__cytop_sazorense'] 
2;0;{17, 12, 21};['R_EX_M_thr__L__extr_pool', 'R_EX_M_his__L__extr_pool', 'R_EX_M_met__L__extr_pool'] 
2;0;{0, 7, 8, 11, 12, 13, 14, 15, 18, 19, 21, 23, 24, 25, 26, 29, 31, 38, 41, 42, 43, 44, 47, 48, 49, 50, 55};['R_EX_M_nh4__extr_pool', 'R_EX_M_gal__extr_pool', 'R_EX_M_phe__L__extr_pool', 'R_EX_M_fru__extr_pool', 'R_EX_M_his__L__extr_pool', 'R_EX_M_gln__L__extr_pool', 'R_EX_M_gly__extr_pool', 'R_EX_M_leu__L__extr_pool', 'R_EX_M_ala__L__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_met__L__extr_pool', 'R_EX_e_Biomass__dra_damyloliticus', 'R_Sink_e_5_Deoxyadenosine__dra_damyloliticus', 'R_Sink_e_Urea__dra_damyloliticus', 'R_EX_M_cyan__extr_pool', 'R_EX_M_no3__extr_pool', 'R_EX_M_so3__extr_pool', 'R_EX_M_C00221__extr_pool', 'R_Sink_5_Deoxyadenosine__dra_paerophilum', 'R_EX_M_amet__extr_pool', 'R_EX_M_4pasp__extr_pool', 'R_EX_M_citr__L__extr_pool', 'R_EX_M_glu5sa__extr_pool', 'R_EX_M_ala__D__extr_pool', 'R_EX_M_acorn__extr_pool', 'R_EX_M_26dap__M__extr_pool', 'R_EX_M_ahcys__extr_pool'] 
2;0;{33, 5, 40, 18, 20, 25, 30, 57};['R_EX_M_h2__extr_pool', 'R_EX_M_pi__extr_pool', 'R_EX_M_ac__extr_pool', 'R_EX_M_ala__L__extr_pool', 'R_EX_M_h2s__extr_pool', 'R_Sink_e_Urea__dra_damyloliticus', 'R_EX_M_e_Biomass__extr_pool', 'R_Sink_dad_5_5_Deoxyadenosine_C10H13N5O3__cytop_sazorense'] 
2;0;{34, 35, 36, 2, 38, 6, 5, 41, 10, 11, 13, 46, 17, 50, 19, 22, 56, 26, 29};['R_EX_M_no2__extr_pool', 'R_EX_M_hco3__extr_pool', 'R_EX_M_ncam__extr_pool', 'R_EX_M_s__extr_pool', 'R_EX_M_C00221__extr_pool', 'R_EX_M_h__extr_pool', 'R_EX_M_pi__extr_pool', 'R_Sink_5_Deoxyadenosine__dra_paerophilum', 'R_EX_M_h2o__extr_pool', 'R_EX_M_fru__extr_pool', 'R_EX_M_gln__L__extr_pool', 'R_EX_M_fe3__extr_pool', 'R_EX_M_thr__L__extr_pool', 'R_EX_M_26dap__M__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_e_Biomass__cytop_pool', 'R_Sink_amob_S_Adenosyl_4_methylthio_2_oxobutanoate_C15H20N5O6S__cytop_sazorense', 'R_EX_M_cyan__extr_pool', 'R_EX_M_no3__extr_pool'] 
2;0;{1, 3, 6, 10, 11, 12, 14, 16, 18, 19, 20, 25, 26, 27, 28, 29, 35, 36, 37, 41, 44, 47, 48, 49, 51, 52, 53, 54, 55, 57};['R_EX_M_arg__L__extr_pool', 'R_EX_M_asp__L__extr_pool', 'R_EX_M_h__extr_pool', 'R_EX_M_h2o__extr_pool', 'R_EX_M_fru__extr_pool', 'R_EX_M_his__L__extr_pool', 'R_EX_M_gly__extr_pool', 'R_EX_M_pro__L__extr_pool', 'R_EX_M_ala__L__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_h2s__extr_pool', 'R_Sink_e_Urea__dra_damyloliticus', 'R_EX_M_cyan__extr_pool', 'R_EX_M_so4__extr_pool', 'R_EX_M_fe2__extr_pool', 'R_EX_M_no3__extr_pool', 'R_EX_M_hco3__extr_pool', 'R_EX_M_ncam__extr_pool', 'R_EX_M_C00163__extr_pool', 'R_Sink_5_Deoxyadenosine__dra_paerophilum', 'R_EX_M_citr__L__extr_pool', 'R_EX_M_glu5sa__extr_pool', 'R_EX_M_ala__D__extr_pool', 'R_EX_M_acorn__extr_pool', 'R_EX_M_hcys__L__extr_pool', 'R_EX_M_26dap_LL__extr_pool', 'R_EX_M_glu__D__extr_pool', 'R_EX_M_aspsa__extr_pool', 'R_EX_M_ahcys__extr_pool', 'R_Sink_dad_5_5_Deoxyadenosine_C10H13N5O3__cytop_sazorense'] 
2;0;{0, 3, 5, 8, 9, 13, 14, 15, 18, 21, 22, 23, 24, 27, 30, 32, 33, 34, 36, 39, 41, 43, 44, 46, 47, 50, 53, 57};['R_EX_M_nh4__extr_pool', 'R_EX_M_asp__L__extr_pool', 'R_EX_M_pi__extr_pool', 'R_EX_M_phe__L__extr_pool', 'R_EX_M_ile__L__extr_pool', 'R_EX_M_gln__L__extr_pool', 'R_EX_M_gly__extr_pool', 'R_EX_M_leu__L__extr_pool', 'R_EX_M_ala__L__extr_pool', 'R_EX_M_met__L__extr_pool', 'R_EX_M_e_Biomass__cytop_pool', 'R_EX_e_Biomass__dra_damyloliticus', 'R_Sink_e_5_Deoxyadenosine__dra_damyloliticus', 'R_EX_M_so4__extr_pool', 'R_EX_M_e_Biomass__extr_pool', 'R_EX_M_tsul__extr_pool', 'R_EX_M_h2__extr_pool', 'R_EX_M_no2__extr_pool', 'R_EX_M_ncam__extr_pool', 'R_EX_M_ppi__extr_pool', 'R_Sink_5_Deoxyadenosine__dra_paerophilum', 'R_EX_M_4pasp__extr_pool', 'R_EX_M_citr__L__extr_pool', 'R_EX_M_fe3__extr_pool', 'R_EX_M_glu5sa__extr_pool', 'R_EX_M_26dap__M__extr_pool', 'R_EX_M_glu__D__extr_pool', 'R_Sink_dad_5_5_Deoxyadenosine_C10H13N5O3__cytop_sazorense'] 
2;0;{0, 2, 4, 8, 9, 13, 15, 19, 21, 23, 30, 33, 37, 38, 40, 42, 45, 46, 51, 52, 57};['R_EX_M_nh4__extr_pool', 'R_EX_M_s__extr_pool', 'R_EX_M_glc__aD__extr_pool', 'R_EX_M_phe__L__extr_pool', 'R_EX_M_ile__L__extr_pool', 'R_EX_M_gln__L__extr_pool', 'R_EX_M_leu__L__extr_pool', 'R_EX_M_fol__extr_pool', 'R_EX_M_met__L__extr_pool', 'R_EX_e_Biomass__dra_damyloliticus', 'R_EX_M_e_Biomass__extr_pool', 'R_EX_M_h2__extr_pool', 'R_EX_M_C00163__extr_pool', 'R_EX_M_C00221__extr_pool', 'R_EX_M_ac__extr_pool', 'R_EX_M_amet__extr_pool', 'R_EX_M_C00819__extr_pool', 'R_EX_M_fe3__extr_pool', 'R_EX_M_hcys__L__extr_pool', 'R_EX_M_26dap_LL__extr_pool', 'R_Sink_dad_5_5_Deoxyadenosine_C10H13N5O3__cytop_sazorense'] 
2;0;{2, 3, 4, 6, 7, 8, 10, 12, 13, 23, 28, 40, 41, 42, 45, 48, 49, 52, 53};['R_EX_M_s__extr_pool', 'R_EX_M_asp__L__extr_pool', 'R_EX_M_glc__aD__extr_pool', 'R_EX_M_h__extr_pool', 'R_EX_M_gal__extr_pool', 'R_EX_M_phe__L__extr_pool', 'R_EX_M_h2o__extr_pool', 'R_EX_M_his__L__extr_pool', 'R_EX_M_gln__L__extr_pool', 'R_EX_e_Biomass__dra_damyloliticus', 'R_EX_M_fe2__extr_pool', 'R_EX_M_ac__extr_pool', 'R_Sink_5_Deoxyadenosine__dra_paerophilum', 'R_EX_M_amet__extr_pool', 'R_EX_M_C00819__extr_pool', 'R_EX_M_ala__D__extr_pool', 'R_EX_M_acorn__extr_pool', 'R_EX_M_26dap_LL__extr_pool', 'R_EX_M_glu__D__extr_pool'] 
2;0;{0, 1, 5, 7, 8, 9, 22, 26, 28, 29, 32, 35, 36, 39, 42, 47, 52, 57};['R_EX_M_nh4__extr_pool', 'R_EX_M_arg__L__extr_pool', 'R_EX_M_pi__extr_pool', 'R_EX_M_gal__extr_pool', 'R_EX_M_phe__L__extr_pool', 'R_EX_M_ile__L__extr_pool', 'R_EX_M_e_Biomass__cytop_pool', 'R_EX_M_cyan__extr_pool', 'R_EX_M_fe2__extr_pool', 'R_EX_M_no3__extr_pool', 'R_EX_M_tsul__extr_pool', 'R_EX_M_hco3__extr_pool', 'R_EX_M_ncam__extr_pool', 'R_EX_M_ppi__extr_pool', 'R_EX_M_amet__extr_pool', 'R_EX_M_glu5sa__extr_pool', 'R_EX_M_26dap_LL__extr_pool', 'R_Sink_dad_5_5_Deoxyadenosine_C10H13N5O3__cytop_sazorense'] 
